car_name,brand,car_model,model_year,transmission,body_type,fuel_type,engine_capacity,kilometers_run,price
Ford Fiesta 2013,Ford,Fiesta,2013,Automatic,Saloon,Octane,1499,27000,8500000
Toyota Premio G Superior 2013,Toyota,Premio,2013,Automatic,Saloon,Octane,1500,1500,2065000
Toyota Premio G-Superior 2013,Toyota,Premio,2013,Automatic,Saloon,Octane,1500,45534,2290000
Toyota Allion G PKG HID LTD 2014,Toyota,Allion,2014,Automatic,Saloon,Octane,1500,46500,2095000
Toyota Allion g plus 2014,Toyota,Allion,2014,Automatic,Saloon,Octane,1500,36000,2150000
Toyota Allion Super fresh-A15 2014,Toyota,Allion,2014,Automatic,Saloon,Octane,1500,48452,2095000
Toyota Allion G. Plus 2014,Toyota,Allion,2014,Automatic,Saloon,Octane,1500,42000,2120000
Toyota Auris PUSH HID LTD 2014,Toyota,Auris,2014,Automatic,Saloon,Octane,1500,61000,1650000
Toyota Premio FEX Package 2014,Toyota,Premio,2014,Automatic,Saloon,Octane,1500,37521,2300000
Toyota Premio G supar 2014,Toyota,Premio,2014,Automatic,Saloon,Octane,1500,55000,2299000
Toyota Premio F Ex 2014,Toyota,Premio,2014,Automatic,Saloon,Octane,1500,48277,2265000
Honda Vezel z package 2014,Honda,Vezel,2014,Automatic,Saloon,Octane,1500,35765,2110000
Toyota Yaris E. Series 2014,Toyota,Yaris,2014,Automatic,Saloon,Octane,1300,35000,1380000
Toyota Yaris E. Series 2014,Toyota,Yaris,2014,Automatic,Saloon,Octane,1300,33000,1380000
Hyundai Accent Blue Sunroof (New) 2015,Hyundai,Accent,2015,Automatic,Saloon,Octane,1400,217,1870000
Toyota Allion 3 Months Used 2015,Toyota,Allion,2015,Automatic,Saloon,Octane,1500,77000,2395000
Toyota Allion G Plus Octane drive 2015,Toyota,Allion,2015,Automatic,Saloon,Octane,1500,55000,2290000
Mitsubishi Attrage 1.3 2015,Mitsubishi,Attrage,2015,Automatic,Saloon,Octane,1300,29000,980000
Toyota Axio G package BANK LONE 2015,Toyota,Axio,2015,Automatic,Saloon,Octane,1500,35000,880000
Toyota Axio এক্স (ব্যাংক লোন) 2015,Toyota,Axio,2015,Automatic,Saloon,Octane,1500,35000,880000
Toyota Axio X SILVER DHAKA AP 4 2015,Toyota,Axio,2015,Automatic,Saloon,Octane,1500,63932,1770000
Toyota Axio X 2015,Toyota,Axio,2015,Automatic,Saloon,Octane,1500,77792,1800000
Toyota Premio F EX PACKAGE 2015,Toyota,Premio,2015,Automatic,Saloon,Octane,1500,37000,2400000
Toyota Premio F EX Seat Power 2015,Toyota,Premio,2015,Automatic,Saloon,Octane,1500,42000,2350000
Toyota Premio Seat Power IDOL Stop 2015,Toyota,Premio,2015,Automatic,Saloon,Octane,1500,42120,2335000
Toyota Premio G SUPERIOR 2015,Toyota,Premio,2015,Automatic,Saloon,Octane,1500,36700,2395000
Toyota Premio G supar 2015,Toyota,Premio,2015,Automatic,Saloon,Octane,1500,52000,2399000
Toyota Premio EX G PKG Bank Loan 2015,Toyota,Premio,2015,Automatic,Saloon,Octane,1500,69000,1650000
Toyota Premio G Superior EX Octane 2015,Toyota,Premio,2015,Automatic,Saloon,Octane,1500,47312,2380000
"Toyota Allion G,OLD SHAPE 2016",Toyota,Allion,2016,Automatic,Saloon,Octane,1500,14568,2730000
"Toyota Allion G PACKAGE, PEARL 2016",Toyota,Allion,2016,Automatic,Saloon,Octane,1500,29800,2845000
Mazda Axela 2011,Mazda,Axela,2016,Automatic,Saloon,Octane,1500,50460,1375000
Toyota Axio Non Hybrid 2016,Toyota,Axio,2016,Automatic,Saloon,Octane,1500,71000,1900000
Honda City NON HYBRID BRAND NEW 2016,Honda,City,2016,Automatic,Saloon,Octane,1500,54032,1795000
Honda Civic Sunroof 2016,Honda,Civic,2016,Automatic,Saloon,Octane,1500,27000,2970000
Toyota Esquire Noah 2016,Toyota,Esquire,2016,Automatic,Saloon,Octane,2000,25000,3680000
Toyota Premio F-EX 2016,Toyota,Premio,2016,Automatic,Saloon,Octane,1500,32350,2950000
Toyota Premio F Ex Package 2016,Toyota,Premio,2016,Automatic,Saloon,Octane,1500,27000,2720000
Toyota Premio F Ex Package 2016,Toyota,Premio,2016,Automatic,Saloon,Octane,1500,36217,2820000
Toyota Premio Fl 2016,Toyota,Premio,2016,Automatic,Saloon,Octane,1500,42000,3220000
Toyota Premio Ex package 2016,Toyota,Premio,2016,Automatic,Saloon,Octane,1500,36458,2950000
Toyota Premio F 2016,Toyota,Premio,2016,Automatic,Saloon,Octane,1500,27147,2750000
Proton Satria 2016,Proton,Satria,2016,Automatic,Saloon,Octane,1500,35218,1800000
Toyota Allion G LED 2017,Toyota,Allion,2017,Automatic,Saloon,Octane,1500,43000,2800000
Toyota Allion A-15 2017,Toyota,Allion,2017,Automatic,Saloon,Octane,1500,30000,2700000
Toyota Allion Mica Blue G Pkg 2017,Toyota,Allion,2017,Automatic,Saloon,Octane,1500,14500,3050000
Toyota Allion G PLUS 2017,Toyota,Allion,2017,Automatic,Saloon,Octane,1500,22948,3050000
Toyota Allion G Package 2017,Toyota,Allion,2017,Automatic,Saloon,Octane,1500,47412,3130000
Toyota Axio Wxb Non Hybrid 2017,Toyota,Axio,2017,Automatic,Saloon,Octane,1500,11598,2600000
Toyota C-HR CHR TURBO OCTANE 2017,Toyota,C-HR,2017,Automatic,Saloon,Octane,1331,36500,2860000
Honda Civic SunRoof Turbo engine 2017,Honda,Civic,2017,Automatic,Saloon,Octane,1500,17000,3195000
Toyota Premio F Ex PKG. 2017,Toyota,Premio,2017,Automatic,Saloon,Octane,1500,28277,3065000
Toyota Premio F Ex PKG. 2017,Toyota,Premio,2017,Automatic,Saloon,Octane,1500,23951,3095000
Toyota Premio f ex package 2017,Toyota,Premio,2017,Automatic,Saloon,Octane,1500,25000,2985000
Toyota Premio Ex 2017,Toyota,Premio,2017,Automatic,Saloon,Octane,1500,56000,3400000
Toyota Premio Ex Pkg 2017,Toyota,Premio,2017,Automatic,Saloon,Octane,1500,19000,3250000
Toyota Premio 2014,Toyota,Premio,2017,Automatic,Saloon,Octane,1500,43000,2450000
Toyota Premio 2015,Toyota,Premio,2017,Automatic,Saloon,Octane,1500,80000,2480000
Toyota Premio F-EX 2017,Toyota,Premio,2017,Automatic,Saloon,Octane,1500,15000,3400000
Toyota Allion G LED/308 KM 2018,Toyota,Allion,2018,Automatic,Saloon,Octane,1500,308,3150000
Toyota Allion G 2018,Toyota,Allion,2018,Automatic,Saloon,Octane,1500,30000,3000000
Toyota Allion G/Black Push 2018,Toyota,Allion,2018,Automatic,Saloon,Octane,1500,32200,3150000
Mercedes-Benz C-Class C-160 2018,Mercedes-Benz,C-Class,2018,Automatic,Saloon,Octane,1600,2657,7250000
Honda CR-V Ex Masterpiece/Red 2018,Honda,CR-V,2018,Automatic,Saloon,Octane,1500,10739,5450000
Toyota Premio Ex AP 5 2018,Toyota,Premio,2018,Automatic,Saloon,Octane,1500,19000,3680000
Toyota Premio FL 2018,Toyota,Premio,2018,Automatic,Saloon,Octane,1500,23000,3280000
Toyota Premio Fl Pkg 2018,Toyota,Premio,2018,Automatic,Saloon,Octane,1500,25000,3430000
Toyota Premio F-EX PKG 2018,Toyota,Premio,2018,Automatic,Saloon,Octane,1500,23000,3550000
Toyota Premio F Ex/Pearl Point 5 2018,Toyota,Premio,2018,Automatic,Saloon,Octane,1500,12975,3500000
Toyota Premio Ex 2019,Toyota,Premio,2019,Automatic,Saloon,Octane,1500,5000,3800000
Toyota Premio Ex Brand 2019,Toyota,Premio,2019,Automatic,Saloon,Octane,1500,22,3770000
Toyota Premio Ex Mica Blue 2019,Toyota,Premio,2019,Automatic,Saloon,Octane,1500,6500,3900000
Toyota Premio Ex Mica Blue 2019,Toyota,Premio,2019,Automatic,Saloon,Octane,1500,7000,3900000
Toyota Premio 2017,Toyota,Premio,2019,Automatic,Saloon,Octane,1500,36000,2899999
Toyota Premio Bronze F EX 2019,Toyota,Premio,2019,Automatic,Saloon,Octane,1500,17000,3799999
Toyota Premio F Ex/Wine 2019,Toyota,Premio,2019,Automatic,Saloon,Octane,1500,6000,3740000
Toyota Premio Mica Blue F-EX 2019,Toyota,Premio,2019,Automatic,Saloon,Octane,1500,8785,3890000
Toyota Sienta 2013,Toyota,Sienta,2019,Automatic,Saloon,Octane,1500,30727,1600000
Toyota Premio 000KM SSSS Point 2020,Toyota,Premio,2020,Automatic,Saloon,Octane,1500,6,3880000
Toyota RAV4 SunRoof 1999,Toyota,RAV4,1999,Automatic,SUV / 4x4,Octane,2000,55000,850000
Honda CR-V super fresh 2000,Honda,CR-V,2000,Automatic,SUV / 4x4,Octane,2000,68452,985000
Toyota RAV4 L Octane driven 2000,Toyota,RAV4,2000,Automatic,SUV / 4x4,Octane,1800,78000,1290000
Toyota Hilux 1997,Toyota,Hilux,2001,Manual,SUV / 4x4,Octane,3400,120000,1900000
Toyota Noah very nice condition 2003,Toyota,Noah,2003,Automatic,SUV / 4x4,Octane,2000,80000,965000
Mitsubishi Pajero Nativa 2003,Mitsubishi,Pajero,2003,Automatic,SUV / 4x4,Octane,2972,90000,1395000
Toyota Prado GX Ltd. 2003,Toyota,Prado,2003,Automatic,SUV / 4x4,Octane,2700,75201,2800000
Toyota Harrier Lexus 2004,Toyota,Harrier,2004,Automatic,SUV / 4x4,Octane,2400,65600,2050000
Mitsubishi Pajero Exceed 2004,Mitsubishi,Pajero,2004,Automatic,SUV / 4x4,Octane,3000,73254,2600000
Nissan X-Trail এস পেকেজ 2004,Nissan,X-Trail,2004,Automatic,SUV / 4x4,Octane,2000,62000,1295000
Honda CR-V silver Golden 2005,Honda,CR-V,2005,Automatic,SUV / 4x4,Octane,2400,89000,1250000
Toyota RAV4 G Edition Push 2005,Toyota,RAV4,2005,Automatic,SUV / 4x4,Octane,2362,54000,1650000
Toyota RAV4 OCTEN DRIVE 2006,Toyota,RAV4,2006,Automatic,SUV / 4x4,Octane,2400,51000,1675000
Toyota RAV4 SunRoof New Shape 2006,Toyota,RAV4,2006,Automatic,SUV / 4x4,Octane,2400,35000,1850000
Toyota Rush hard jeep 2006,Toyota,Rush,2006,Automatic,SUV / 4x4,Octane,1500,88650,1120000
Nissan Dualis With Sunroof 2007,Nissan,Dualis,2007,Automatic,SUV / 4x4,Octane,2000,67583,1380000
Toyota Rush g 2007,Toyota,Rush,2007,Automatic,SUV / 4x4,Octane,1500,57650,1250000
Toyota Prado Tx Limited. 2009,Toyota,Prado,2009,Automatic,SUV / 4x4,Octane,2700,65214,5875000
Toyota RAV4 2003,Toyota,RAV4,2009,Automatic,SUV / 4x4,Octane,2000,56000,1150000
Toyota Rush G 2009,Toyota,Rush,2009,Automatic,SUV / 4x4,Octane,1500,47521,1260000
Nissan X-Trail 7 Seat 2009,Nissan,X-Trail,2009,Automatic,SUV / 4x4,Octane,2000,52000,1880000
Nissan Juke — G Urban Selection 2010,Nissan,Juke,2010,Automatic,SUV / 4x4,Octane,1500,18404,1480000
Mitsubishi Outlandar Roadest 7 seat 2010,Mitsubishi,Outlandar,2010,Automatic,SUV / 4x4,Octane,2000,53000,1950000
Mitsubishi Outlandar SUNROOF 7 SEAT 2010,Mitsubishi,Outlandar,2010,Automatic,SUV / 4x4,Octane,2000,68211,2165000
Mitsubishi Outlander 7 SEAT 2010,Mitsubishi,Outlander,2010,Automatic,SUV / 4x4,Octane,2000,66500,2250000
Hyundai Tucson 2010,Hyundai,Tucson,2010,Automatic,SUV / 4x4,Octane,2000,62000,1650000
Nissan X-Trail X Trail 2010,Nissan,X-Trail,2010,Automatic,SUV / 4x4,Octane,2000,63200,1950000
Nissan Juke all auto 2011,Nissan,Juke,2011,Automatic,SUV / 4x4,Octane,1500,54087,1620000
Mitsubishi RVR 2010,Mitsubishi,RVR,2011,Automatic,SUV / 4x4,Octane,1800,35000,1850000
Hyundai Tucson Sunroof 2011,Hyundai,Tucson,2011,Automatic,SUV / 4x4,Octane,2000,55000,1850000
Nissan X-Trail octane 2011,Nissan,X-Trail,2011,Automatic,SUV / 4x4,Octane,2000,52436,2260000
Honda CR-V g edition 2012,Honda,CR-V,2012,Automatic,SUV / 4x4,Octane,2000,32435,2850000
Nissan X-Trail G 2012,Nissan,X-Trail,2012,Automatic,SUV / 4x4,Octane,2000,33000,2340000
Toyota Prado TX 2013,Toyota,Prado,2013,Automatic,SUV / 4x4,Octane,2700,47000,7290000
Toyota Harrier Advance Premium 2014,Toyota,Harrier,2014,Automatic,SUV / 4x4,Octane,2000,46121,5150000
Toyota Harrier sunroof 2014,Toyota,Harrier,2014,Automatic,SUV / 4x4,Octane,2000,14324,4850000
Toyota Harrier Adv. Premium 2014,Toyota,Harrier,2014,Automatic,SUV / 4x4,Octane,2000,47700,4650000
Toyota Harrier BLACK ELEGANCE PKG 2014,Toyota,Harrier,2014,Automatic,SUV / 4x4,Octane,2000,55870,5400000
Toyota Land Cruiser Prado TX LTD 2014,Toyota,Land Cruiser,2014,Automatic,SUV / 4x4,Octane,2700,15268,8500000
Toyota Prado tx 2014,Toyota,Prado,2014,Automatic,SUV / 4x4,Octane,2700,35000,7400000
Honda Vezel Non Hybrid 2014,Honda,Vezel,2014,Automatic,SUV / 4x4,Octane,1500,35500,2100000
Honda Vezel Z 2014,Honda,Vezel,2014,Automatic,SUV / 4x4,Octane,1500,41500,2090000
Honda Vezel Rs Pakeg 2014,Honda,Vezel,2014,Automatic,SUV / 4x4,Octane,1500,28000,2150000
Honda Vezel S 2014,Honda,Vezel,2014,Automatic,SUV / 4x4,Octane,1500,60735,2150000
Honda Vezel S Package 2014,Honda,Vezel,2014,Automatic,SUV / 4x4,Octane,1500,37117,2275000
Honda Vezel Black IDLING STOP 2014,Honda,Vezel,2014,Automatic,SUV / 4x4,Octane,1500,6170,2430000
Nissan X-Trail 7 seater 2014,Nissan,X-Trail,2014,Automatic,SUV / 4x4,Octane,2000,43651,3250000
Toyota Harrier Advance Premium 2015,Toyota,Harrier,2015,Automatic,SUV / 4x4,Octane,2000,45000,5500000
Toyota Harrier Advance Premium 2015,Toyota,Harrier,2015,Automatic,SUV / 4x4,Octane,2000,21000,5590000
Toyota Harrier ADVANCE PREMIUM -2 2015,Toyota,Harrier,2015,Automatic,SUV / 4x4,Octane,2000,29356,5995000
Nissan Juke 2011,Nissan,Juke,2015,Automatic,SUV / 4x4,Octane,1500,54000,1270000
Honda Vezel S 2015,Honda,Vezel,2015,Automatic,SUV / 4x4,Octane,1500,55647,2185000
Honda Vezel S 2015,Honda,Vezel,2015,Automatic,SUV / 4x4,Octane,1500,43135,2225000
Mercedes-Benz GLA-Class Leather 2016,Mercedes-Benz,GLA-Class,2016,Automatic,SUV / 4x4,Octane,1600,10000,5250000
Haval H2 Special Edition 2016,Haval,H2,2016,Automatic,SUV / 4x4,Octane,1500,55000,2250000
Nissan Juke 2011,Nissan,Juke,2016,Automatic,SUV / 4x4,Octane,1500,69000,1220000
Lexus RX 200T 2016,Lexus,RX,2016,Automatic,SUV / 4x4,Octane,2000,39714,10200000
Hyundai Santa Fe PENAROMIC SUNROOF 2016,Hyundai,Santa Fe,2016,Automatic,SUV / 4x4,Octane,2400,43000,3780000
Nissan X-Trail 7 Seat / Sunroof 2016,Nissan,X-Trail,2016,Automatic,SUV / 4x4,Octane,2000,54434,4150000
Nissan X-Trail NT32 4wd SR Non hyb 2016,Nissan,X-Trail,2016,Automatic,SUV / 4x4,Octane,2000,67000,4650000
Toyota Hiace Super GL/2 Door PWR 2017,Toyota,Hiace,2017,Automatic,SUV / 4x4,Octane,2000,33000,3380000
Honda H-RV G 2019,Honda,H-RV,2019,Automatic,SUV / 4x4,Octane,1500,9000,3290000
Nissan X-Trail Non Hybrid 2020,Nissan,X-Trail,2020,Automatic,SUV / 4x4,Octane,2000,11000,5295000
Honda CR-V EX Masterpiece 2021,Honda,CR-V,2021,Automatic,SUV / 4x4,Octane,1500,325,5990000
Toyota Fielder AXIO 2011,Toyota,Fielder,2011,Automatic,Estate,"Octane, LPG",1500,65000,1215000
Toyota Fielder X fresh condition 2011,Toyota,Fielder,2011,Automatic,Estate,"Octane, LPG",1500,58250,1199000
Toyota Vitz Key Start 2008,Toyota,Vitz,2008,Automatic,Hatchback,"Octane, LPG",1000,75000,700000
Toyota Vitz G PKG 2011,Toyota,Vitz,2011,Automatic,Hatchback,"Octane, LPG",1320,57580,1095000
Toyota Noah X 2004,Toyota,Noah,2004,Automatic,MPV,"Octane, LPG",2000,85320,999999
Toyota Corolla 100 1993,Toyota,Corolla,1993,Automatic,Saloon,"Octane, LPG",1331,96000,390000
Ford Ikon balak 2003,Ford,Ikon,2003,Automatic,Saloon,"Octane, LPG",1300,89653,340000
Nissan Sunny এলপিজি&অকটেন 2003,Nissan,Sunny,2003,Automatic,Saloon,"Octane, LPG",1500,65000,670000
Nissan Sunny সুপার সেলুন 2003,Nissan,Sunny,2003,Automatic,Saloon,"Octane, LPG",1500,60000,650000
Toyota Allion LPG 2004,Toyota,Allion,2004,Automatic,Saloon,"Octane, LPG",1500,61234,1320000
Toyota Probox black 2004,Toyota,Probox,2004,Automatic,Saloon,"Octane, LPG",1500,96000,530000
Toyota Allion A15 G Edition LPG 2006,Toyota,Allion,2006,Automatic,Saloon,"Octane, LPG",1500,65230,1345000
Toyota Noah si smart 2010,Toyota,Noah,2010,Automatic,Saloon,"Octane, LPG",2000,53000,1895000
Toyota Premio EX 2010,Toyota,Premio,2010,Automatic,Saloon,"Octane, LPG",1500,48000,1880000
Toyota Allion G Edition 2011,Toyota,Allion,2011,Automatic,Saloon,"Octane, LPG",1500,86245,1820000
Toyota Axio G 2011,Toyota,Axio,2011,Automatic,Saloon,"Octane, LPG",1500,62000,1310000
Toyota Premio EX 2012,Toyota,Premio,2012,Automatic,Saloon,"Octane, LPG",1500,39000,2050000
Toyota Axio G 2013,Toyota,Axio,2013,Automatic,Saloon,"Octane, LPG",1500,57285,1525000
Toyota Axio G Push 2013,Toyota,Axio,2013,Automatic,Saloon,"Octane, LPG",1500,47800,1485000
Toyota Premio G 2013,Toyota,Premio,2013,Automatic,Saloon,"Octane, LPG",1500,38400,2075000
Toyota Land Cruiser VX 1995,Toyota,Land Cruiser,1995,Automatic,SUV / 4x4,"Octane, LPG",4500,85000,1745000
Toyota Kluger V 2002,Toyota,Kluger,2002,Automatic,SUV / 4x4,"Octane, LPG",2400,70000,1650000
Nissan Murano G Limited Edition 2005,Nissan,Murano,2005,Automatic,SUV / 4x4,"Octane, LPG",2500,42000,1950000
Toyota RAV4 push start 2005,Toyota,RAV4,2005,Automatic,SUV / 4x4,"Octane, LPG",2362,63000,1590000
Toyota Fielder G PACKAGE PURPLE 2014,Toyota,Fielder,2014,Automatic,Estate,"Octane, Other fuel type",1500,63000,1750000
Mazda Axela 15S Package Blue 2014,Mazda,Axela,2014,Automatic,Saloon,"Octane, Other fuel type",1500,10000,2200000
Mazda Axela 15S Package Red 2014,Mazda,Axela,2014,Automatic,Saloon,"Octane, Other fuel type",1500,111000,2150000
Nissan X-Trail PEARL_20X_EMERGENCY 2014,Nissan,X-Trail,2014,Automatic,SUV / 4x4,"Octane, Other fuel type",2000,102000,3800000
Toyota Aqua G Push Black 2013,Toyota,Other Model,2013,Automatic,Hatchback,Petrol,1500,42000,1115000
Toyota Noah KR42 recondition 2005,Toyota,Noah,2005,Automatic,MPV,Petrol,1800,49000,1550000
Toyota Alphard 2005,Toyota,Alphard,2007,Automatic,MPV,Petrol,2400,152874,3000000
Toyota Hiace AMBULANCE 2015,Toyota,Hiace,2015,Automatic,MPV,Petrol,1500,60000,970000
Toyota Hiace GL DUEL AC SILVER 2015,Toyota,Hiace,2015,Automatic,MPV,Petrol,2000,57000,2460000
Toyota Hiace SUPER GL BLUE 2015,Toyota,Hiace,2015,Automatic,MPV,Petrol,2000,55000,2930000
Toyota Noah X DELIGHT PLUS 2015,Toyota,Noah,2015,Automatic,MPV,Petrol,2000,75000,3030000
Toyota Hiace DX GL WHITE 2016,Toyota,Hiace,2016,Automatic,MPV,Petrol,2000,57000,2320000
Toyota Hiace DX SILVER 2016,Toyota,Hiace,2016,Automatic,MPV,Petrol,2000,59000,2320000
Toyota Noah AMBULANCE 2016,Toyota,Noah,2016,Automatic,MPV,Petrol,1500,55000,1100000
Toyota Noah SI GRADE PEARL 2016,Toyota,Noah,2016,Automatic,MPV,Petrol,2000,55000,3380000
Toyota Noah X Wine 8 Seat 2016,Toyota,Noah,2016,Automatic,MPV,Petrol,2000,68000,3150000
Toyota Hiace S GL DARK PRIME 2017,Toyota,Hiace,2017,Automatic,MPV,Petrol,2000,65000,3480000
Toyota Hiace 2016,Toyota,Hiace,2016,Automatic,null,Petrol,2000,70000,2300000
Toyota Hilux 1992,Toyota,Hilux,1992,Manual,null,Petrol,2200,202342,310000
Isuzu 1995,Isuzu,Other Model,1995,Manual,null,Petrol,1800,86000,128000
Toyota Allion G PLUS WINE 2016,Toyota,Allion,2016,Automatic,Saloon,Petrol,1500,33000,3090000
Toyota Allion G WINE NS 4.5 2016,Toyota,Allion,2016,Automatic,Saloon,Petrol,1500,75000,2880000
Toyota Premio F New Shape 2016,Toyota,Premio,2016,Automatic,Saloon,Petrol,1500,35568,2550000
Toyota Premio F KEY 4 POINT 2017,Toyota,Premio,2017,Automatic,Saloon,Petrol,1500,25204,2800000
Toyota Premio KEY START SILVER 2017,Toyota,Premio,2017,Automatic,Saloon,Petrol,1500,25000,2800000
Toyota Premio FL-PKG 2017,Toyota,Premio,2017,Automatic,Saloon,Petrol,1500,42556,2930000
Toyota Premio FL LED BLACK 2018,Toyota,Premio,2018,Automatic,Saloon,Petrol,1500,65000,3250000
Toyota Prado LIMITED LOADED SUV 2014,Toyota,Prado,2014,Automatic,SUV / 4x4,Petrol,2700,29689,7500000
Toyota Starlet Soleil 1992,Toyota,Other Model,1992,Automatic,Hatchback,"Petrol, CNG",1331,135773,350000
Toyota Starlet 1989,Toyota,Starlet,1995,Manual,Hatchback,"Petrol, CNG",1331,169590,180000
Toyota navana 1996,Toyota,Other Model,1996,Manual,MPV,"Petrol, CNG",1800,75000,375000
Toyota Noah 2002,Toyota,Noah,2002,Automatic,MPV,"Petrol, CNG",1800,60000,980000
Toyota Noah X 2003,Toyota,Noah,2003,Automatic,MPV,"Petrol, CNG",2000,690000,980000
Toyota Noah খুব ভালো গাড়ি 2003,Toyota,Noah,2003,Automatic,MPV,"Petrol, CNG",1800,98000,650000
Toyota Noah X - 2003,Toyota,Noah,2003,Automatic,MPV,"Petrol, CNG",2000,82842,935000
Toyota Hiace DX 2004,Toyota,Hiace,2004,Automatic,MPV,"Petrol, CNG",2000,90000,650000
Toyota Noah 2004,Toyota,Noah,2004,Automatic,MPV,"Petrol, CNG",1800,95000,795000
Toyota Noah GL 2006,Toyota,Noah,2006,Automatic,MPV,"Petrol, CNG",1800,95000,1190000
Toyota Noah 2003,Toyota,Noah,2009,Automatic,MPV,"Petrol, CNG",1800,90000,650000
Nissan Sunny 1994,Nissan,Sunny,1994,Manual,null,"Petrol, CNG",1500,115000,120000
Toyota Corolla 100 LX LIMITED 1992,Toyota,Corolla,1992,Automatic,Saloon,"Petrol, CNG",1331,160000,330000
Toyota Corolla AE100 SE LIMITED 1992,Toyota,Corolla,1992,Automatic,Saloon,"Petrol, CNG",1500,1387,365000
Toyota Corolla AE100 1992,Toyota,Corolla,1992,Automatic,Saloon,"Petrol, CNG",1500,95000,350000
Toyota Corolla LX Limited 1994,Toyota,Corolla,1994,Automatic,Saloon,"Petrol, CNG",1500,150000,380000
Mitsubishi Lancer Extra NCER Limited 1999,Mitsubishi,Lancer,1999,Automatic,Saloon,"Petrol, CNG",1500,70000,485000
Toyota Allion A15 2001,Toyota,Allion,2001,Automatic,Saloon,"Petrol, CNG",1500,75000,995000
Toyota Corsa 1996,Toyota,Corsa,2001,Manual,Saloon,"Petrol, CNG",1331,11000,380000
Nissan Bluebird Urgent sell 2003,Nissan,Bluebird,2003,Automatic,Saloon,"Petrol, CNG",1500,30000,670000
Toyota Corolla x 2004,Toyota,Corolla,2004,Automatic,Saloon,"Petrol, CNG",1300,72000,810000
Toyota Corolla Silver color 2005,Toyota,Corolla,2005,Automatic,Saloon,"Petrol, CNG",1500,25000,950000
Toyota Corolla X HID selection Ltd 2006,Toyota,Corolla,2006,Automatic,Saloon,"Petrol, CNG",1500,72000,1080000
Chery Car nice condition 2006,Chery,Other Model,2006,Automatic,Saloon,"Petrol, CNG",1500,72180,230000
Toyota Allion A15 2009,Toyota,Allion,2009,Automatic,Saloon,"Petrol, CNG",1500,92000,1550000
Toyota Allion A15 2009,Toyota,Allion,2009,Automatic,Saloon,"Petrol, CNG",1500,75000,1695000
Toyota Axio x 2010,Toyota,Axio,2010,Automatic,Saloon,"Petrol, CNG",1500,52341,1290000
Toyota Axio x 2012,Toyota,Axio,2012,Automatic,Saloon,"Petrol, CNG",1500,45000,1495000
Kia Sportage Sunroof Silver Color 2004,Kia,Sportage,2004,Automatic,SUV / 4x4,"Petrol, CNG",2700,68000,950000
Nissan Carryboy pickup 2006,Nissan,Carryboy,2006,Manual,SUV / 4x4,"Petrol, CNG",2400,97000,750000
Toyota Probox DX 2003,Toyota,Probox,2003,Automatic,Estate,"Petrol, CNG, Octane",1500,93000,580000
Toyota Probox Succeed GL 2004,Toyota,Probox,2004,Automatic,Estate,"Petrol, CNG, Octane",1500,93000,640000
Toyota Fielder X SUPER FRESH 2009,Toyota,Fielder,2009,Automatic,Estate,"Petrol, CNG, Octane",1500,89601,1165000
Toyota Probox Fresh Condition 2012,Toyota,Probox,2012,Automatic,Estate,"Petrol, CNG, Octane",1500,63000,850000
Toyota ist Japan 2004,Toyota,ist,2004,Automatic,Hatchback,"Petrol, CNG, Octane",1300,50000,765000
Toyota RunX 2005,Toyota,RunX,2005,Automatic,Hatchback,"Petrol, CNG, Octane",1500,142000,895000
Toyota Noah Townace Limo 1998,Toyota,Noah,1998,Automatic,MPV,"Petrol, CNG, Octane",2000,80000,699000
Toyota TownAce Fresh Condition 2003,Toyota,TownAce,2003,Automatic,MPV,"Petrol, CNG, Octane",1800,99500,1090000
Toyota Noah x edition 2004,Toyota,Noah,2004,Automatic,MPV,"Petrol, CNG, Octane",2000,75000,1175000
Toyota Noah X 2005,Toyota,Noah,2005,Automatic,MPV,"Petrol, CNG, Octane",2000,78000,1145000
Toyota Noah Kr 42 DX 2006,Toyota,Noah,2006,Automatic,MPV,"Petrol, CNG, Octane",1800,125000,1250000
Suzuki APV 2007,Suzuki,APV,2007,Automatic,MPV,"Petrol, CNG, Octane",1600,78000,820000
Toyota Hiace Fresh Condition 2010,Toyota,Hiace,2010,Automatic,MPV,"Petrol, CNG, Octane",2000,98500,1880000
Toyota Noah lite ace 2010,Toyota,Noah,2010,Automatic,MPV,"Petrol, CNG, Octane",1500,95000,425000
Toyota Noah X 2010,Toyota,Noah,2010,Automatic,MPV,"Petrol, CNG, Octane",2000,69000,1950000
Toyota LiteAce delivery van 2011,Toyota,LiteAce,2011,Automatic,MPV,"Petrol, CNG, Octane",1500,100000,425000
Toyota Noah X Si 2011,Toyota,Noah,2011,Automatic,MPV,"Petrol, CNG, Octane",2000,65000,2150000
Toyota Noah X- SMART PUSH 2012,Toyota,Noah,2012,Automatic,MPV,"Petrol, CNG, Octane",2000,77000,2270000
Toyota Hiace GL DUAL AC 2015,Toyota,Hiace,2015,Automatic,MPV,"Petrol, CNG, Octane",2000,42344,2200000
Toyota Hiace GL DUAL AC 2015,Toyota,Hiace,2015,Automatic,MPV,"Petrol, CNG, Octane",2000,34567,2198000
Toyota Hiace GL DUAL AC 2015,Toyota,Hiace,2015,Automatic,MPV,"Petrol, CNG, Octane",2000,45677,2199000
